245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"An analysis of currently proposed aids for financing small business ..."			"Courtney, James Richard."	"M.A."	"University of Washington"		"890622s1952\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vii, 174 leaves"			"19911460"
"The economic effects of customs unions with Benelux as an example ..."			"Dunaway, William Rice."	"M.A."	"University of Washington"		"890526s1951\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 132 leaves"			"19769918"
"Life insurance companies under the Federal income tax."			"Durtschi, Reed Robert,1926-"	"Ph. D."	"University of Washington"		"890711s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"322, [1] leaf"			"19990609"
"An evaluation of the claim that American capitalism has been transformed in the last fifty years."			"Eagly, Robert Victor."	"M.A."	"University of Washington"		"890711s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"80 leaves"			"19990578"
"The development and functions of unions in the Post Office Department of the United States:"	"a study of problems of employee relations resulting from postal administration and legislation."		"Eickman, James William."	"M.A."	"University of Washington"		"890807s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"99 leaves"			"20134541"
"Some aspects of the meaning of a common market in Europe."			"Fairbairn, Ian J."	"M.A."	"University of Washington"		"890613s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"113 leaves"			"19860693"
"The impact of unionism on annual earnings:"	"a case study involving locomotive engineers and firemen and telephone linemen and servicemen."		"Gifford, Adam,1920-"	"Ph. D."	"University of Washington"		"890803s1955\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 262 leaves"			"20117710"
"Income payments in the state of Washington by counties,"		"by Guy Charles Gifford, Jr. ..."	"Gifford, Guy Charles."	"M.A."	"University of Washington. M.A"		"890803s1950\\\\xx\a\\\\\m\\\\000\0\eng\d"	"iv, 95 leaves"			"20117434"
"Changing market relations in U.S. nonferrous metals trade."			"Gilbert, Warren K."	"M.A."	"University of Washington"		"890803s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"132 leaves"			"20117507"
"A comparative study in trade union job control:"	"means and achievements of job control in the major partner countries of the European Common Market Organization."		"Habdank, Martin G."	"M.A."	"University of Washington"		"890606s1959\\\\xx\\\\\\\bm\\\000\0\eng\d"	"274 leaves"			"19823591"
"The economic aspects of social charges in the countries of the European Economic Community."			"Hald, Marjorie McClure."	"M.A."	"University of Washington"		"890622s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"146 leaves"			"19911089"
"An economic analysis of dental practice."			"Hamilton, Alexander Ian."	"M.A."	"University of Washington"		"890622s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"45 leaves"			"19910863"
"Collective bargaining between the Boeing Airplane Company and the Aero Mechanics Union ..."			"Hansen, Reed Robert."	"M.A."	"University of Washington"		"890622s1951\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 231 leaves"			"19911291"
"The balance of payments and foreign indebtedness of the United States, 1790-1820."			"Heston, Alan W."	"M.A."	"University of Washington"		"890619s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"61 leaves"			"19888649"
"Group Health Cooperative of Puget Sound"	"an institutional study of a unique medical service organization ..."		"Holden, John Phillip."	"M.A."	"University of Washington"		"890616s1951\\\\xx\a\\\\\bm\\\000\0\eng\d"	"164 leaves"			"19880277"
"Some contribution of the Swedish school towards a dynamic economic theory ..."			"Holm, Carl."	"M.A."	"University of Washington"		"890616s1951\\\\xx\\\\\\\m\\\\000\0\eng\d"	"iii, 120 leaves"			"19880438"
"Causes underlying the destruction of the Butte Miners' Union in 1914 /"		"by Richard John Hoss."	"Hoss, Richard John."	"M.A."	"University of Washington"	"1957"	"890619s1957\\\\xx\\\\\\\bm\\\000\0\eng\d"	"193 leaves"			"19888655"
"Some problems in the First Five-Year Plan in Communist China."			"Huang, Cheng-Wang."	"M.A."	"University of Washington"		"890619s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"92 leaves"			"19888682"
"External trade of Formosa--a historical account ..."			"Huang, David Shih-li."	"M.A."	"University of Washington"		"890616s1954\\\\xx\a\\\\\bm\\\000\0\eng\d"	"105 leaves"			"19880563"
