245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The identification and distribution of multidrug resistance in Streptococcus pneumoniae in Washington State /"		"Vicki Ann Luna."	"Luna, Vicki Ann,1951-"	"Ph. D."	"University of Washington"	"1999"	"000505s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 190 leaves :"		"http://hdl.handle.net/1773/9275;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9944147"	"43988372"
"Structural analysis of antigenic domains on the major outer membrane protein of Chlamydia trachomatis /"		"by Jeffrey James Ma."	"Ma, Jeffrey James."	"M.S."	"University of Washington"	"1985"	"851217s1985\\\\xx\af\\\\bm\\\000\0\eng\d"	"iv, 34 leaves, 5 unnumbered leaves of plates :"			"12926166"
"Species-specific monoclonal antibodies to the surface membrane of Mycoplasma genitalium /"		"by Yupo Ma."	"Ma, Yupo."	"M.S."	"University of Washington"	"1988"	"890905s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 25 leaves :"			"20300334"
"Generation and characterization of glycosomal biogenesis mutants in Leishmania donovani /"		"by Jane Mannion."	"Mannion, Jane."	"M.S."	"University of Washington"	"1999"	"991130s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 63 leaves :"			"42903797"
"Sphingosine as second messenger, sphingosine dependent protein kinases and their substrates /"		"by Tamar Megidish."	"Megidish, Tamar,1959-"	"Ph. D."	"University of Washington"	"1998"	"990629s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 101 leaves :"		"http://hdl.handle.net/1773/9285;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9907938"	"41625072"
"The isolation and characterization of inflammatory polypeptides from Staphylococcus epidermidis /"		"by Christopher Mehlin."	"Mehlin, Christopher,1968-"	"Ph. D."	"University of Washington"	"1998"	"990629s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 105 leaves :"		"http://hdl.handle.net/1773/9280;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9907939"	"41623967"
"Animal models of Chlamydia pneumoniae and atherosclerosis :"	"dissemination to and persistence in atheromatous lesions /"	"by Teresa C. Moazed."	"Moazed, Teresa Clark."	"Ph. D."	"University of Washington"	"1996"	"970620s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 99 leaves :"		"http://hdl.handle.net/1773/9283"	"37163025"
"Tissue distribution of proviral SRV-2/W in naturally infected M. nemestrina by Southern blot analysis /"		"by Teresa Clark Moazed."	"Moazed, Teresa Clark."	"M.S."	"University of Washington"	"1992"	"920914s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 24 leaves :"			"26598150"
"Treponema pallidum repeat protein K and heterologous protection against syphilis /"		"Cecilia A. Morgan."	"Morgan, Cecilia A."	"Ph. D."	"University of Washington"	"2002"	"030620s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 113 leaves :"		"http://hdl.handle.net/1773/9300;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3072120"	"52475254"
"Integrin alpha 6 beta 4 ligation to laminin 5 and phosphoinositide 3-OH kinase define differences in alpha 3 beta 1-laminin 5 and alpha 2 beta 1-collagen spreading :"	"implications for epidermal wound repair /"	"by Beth P. Nguyen."	"Nguyen, Beth P."	"Ph. D."	"University of Washington"	"1999"	"000505s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 123 leaves :"		"http://hdl.handle.net/1773/9286;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9944162"	"43988209"
"Kinetoplastid RNA editing ligases :"	"functional analysis and editosome association /"	"Setareh Seraji Palazzo."	"Palazzo, Setareh Seraji."	"Ph. D."	"University of Washington"	"2003"	"030829s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 176 leaves :"		"http://hdl.handle.net/1773/9303;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3091218"	"52941472"
"Association of cytopathic effect (CPE) formation on Raji cell cultures with Acholeplasma laidlawii /"		"by Joko Pamungkas."	"Pamungkas, Joko."	"M.S."	"University of Washington"	"1997"	"980921s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 19 leaves :"			"39902885"
"Detection and distribution of tet genes in bacterial populations /"		"by Yijun Pang."	"Pang, Yijun."	"Ph. D."	"University of Washington"	"1996"	"961113s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 91 leaves :"			"35907554"
"Neutralization of Chlamydia pneumoniae in HeLa 229 cells with antibody or plant lectin /"		"by Julia D. Parker."	"Parker, Julia D."	"M.S."	"University of Washington"	"1989"	"900604s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 32 leaves :"			"21683632"
"Comparison of the antigens of Echinococcus multilocularis, E. vogeli, E. granulosus and Taenia crassiceps by the techniques of SDS PAGE and western blotting /"		"by Chindi Ann Peavey."	"Peavey, Chindi Ann."	"M.S."	"University of Washington"	"1986"	"861010s1986\\\\xx\af\\\\bm\\\000\0\eng\d"	"iv, 31 leaves, 8 unnumbered leaves of plates :"			"14374010"
"Human ureaplasmal diseases :"	"serodiagnosis by immunoblotting /"	"by Khajista Qazi."	"Qazi, Khajista."	"M.S."	"University of Washington"	"1989"	"900518s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 21 leaves :"			"21556788"
"Generation and characterization of monoclonal antibodies directed to the tumor-assocaited [sic] O-linked sialosyl-T epitope /"		"by Chunyuan Qiu."	"Qiu, Chunyuan."	"M.S."	"University of Washington"	"1991"	"920617s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 30 leaves :"			"26038102"
"Detection of HHV-8 using a PCR-based assay that targets the DNA-polymerase gene which is highly conserved across different HHV-8 isolates /"		"by George Walter Rankin, Jr."	"Rankin, George Walter."	"M.S."	"University of Washington"	"1997"	"980522s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 47 leaves :"			"39164938"
"Roles for gap junction protein connexin 43 in infection and wound healing /"		"Theresa Scholz Richards."	"Richards, Theresa Scholz."	"M.S."	"University of Washington"	"2003"	"040611s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 75 leaves :"			"55637462"
"Characterization of erythromycin resistance in Actinobacillus actinomycetemcomitans /"		"by Darcie Elizabeth Roe."	"Roe, Darcie Elizabeth."	"M.S."	"University of Washington"	"1993"	"940419s1993\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 32 leaves "			"30265592"
