245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Characterization of perchloroethylene exposure in commercial dry cleaning workers with biological monitoring /"		"by Gabrielle Marie Toutonghi."	"Toutonghi, Gabrielle Marie."	"M.S."	"University of Washington"	"1992"	"930309s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 76 leaves :"			"27697899"
"Effect of styrene oxide on brain glutathione /"		"by Carol A. Trenga."	"Trenga, Carol A."	"M.S."	"University of Washington"	"1990"	"910325s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 69 leaves :"			"23293535"
"Permeation of selected glove materials by methyl ethyl ketone and toluene mixtures /"		"by Ronald L. Tubby."	"Tubby, Ronald L."	"M.S."	"University of Washington"	"1991"	"920108s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 189 leaves :"			"25068422"
"Toxicity assessment of chlorinated organic contaminants from aqueous samples using supercritical fluid extraction /"		"by Ryan J. Wacker."	"Wacker, Ryan J."	"M.S."	"University of Washington"	"1990"	"910409s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 119 leaves :"			"23443313"
"Assessment of air belts as an intervention for lower back pain in susceptible workers /"		"by Terry Walley."	"Walley, Terry."	"M.S."	"University of Washington"	"1990"	"910102s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 75 leaves :"			"22915367"
"A pilot study of occupational and environmental risk factors for Parkinson's disease /"		"by Laurence Scott Wechsler."	"Wechsler, Laurence Scott."	"M.S."	"University of Washington"	"1990"	"910821s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 85 leaves :"			"24268589"
"Evaluation of the use of carbon dioxide as a normalizing factor when measuring organic solvents in the expired breath of humans /"		"by Gary E. Whitney."	"Whitney, Gary E."	"M.S."	"University of Washington"	"1992"	"930311s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 138 leaves :"			"27717515"
"Gas/aerosol respirator fit testing method comparison /"		"by Mark Wilk."	"Wilk, Mark."	"M.S."	"University of Washington"	"1991"	"920414s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 56 leaves :"			"25647176"
"Characterization of ethylnitrosourea treated CNS micromass cultures using immunocytochemical and flow cytometric methods /"		"by Julie T. Wroble."	"Wroble, Julie T."	"M.S."	"University of Washington"	"1992"	"930622s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 71 leaves :"			"28312523"
"Respiratory health effects of exposure to wood dust /"		"by Sylvie Adam."	"Adam, Sylvie."	"M.S."	"University of Washington"	"1995"	"960419s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 106 leaves :"			"34601357"
"The influence of anticoagulant, temperature, and time on in vitro recovery of organophosphate inhibited cholinesterase /"		"Yutaka Aoki."	"Aoki, Yutaka."	"M.S."	"University of Washington"	"1993"	"940505s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 56 leaves :"			"30386541"
"Effects of mercury on gamma-glutamylcysteine synthetase large subunit mRNA levels in rat kidney /"		"by Robert Philip Baer."	"Baer, Robert Philip."	"M.S."	"University of Washington"	"1993"	"931209s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 93 leaves :"			"29460310"
"Smoke exposure and health effects on forest firefighters at prescribed burns /"		"by Christine Betchley."	"Betchley, Christine."	"M.S."	"University of Washington"	"1993"	"940506s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 85 leaves :"			"30395665"
"A behavioral evaluation of mercury exposure among dentists /"		"by Kathleen M. Buller."	"Buller, Kathleen M."	"M.S."	"University of Washington"	"1994"	"941104s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 61 leaves :"			"31406812"
"Validation of power loss modeling in predicting the effects of removing one or more branches from a five branch ventilation system /"		"by Ted F. Carrell."	"Carrell, Ted F."	"M.S."	"University of Washington"	"1993"	"940425s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 73 leaves :"			"30326949"
"Effective training as a function of worker participation /"		"by Margaret Cary."	"Cary, Margaret."	"M.S."	"University of Washington"	"1993"	"940322s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 44 leaves :"			"30001354"
"Tracing the sources of fecal coliforms in the Cedar River Watershed /"		"by Avra Cohen."	"Cohen, Avra."	"M.S."	"University of Washington"	"1994"	"950215s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 59 leaves :"			"31995102"
"Experimental validation of the efficacy of power loss coefficients in detecting ventilation system modifications and in predicting new airflow levels and pressures /"		"by Scott Anders Colvin."	"Colvin, Scott Anders."	"M.S."	"University of Washington"	"1993"	"940322s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 48 leaves :"			"29998389"
"Investigation of the use of CO₂ as a normalizing factor when measuring organic solvents in the expired breath of humans /"		"by Cynthia L. Cozza."	"Cozza, Cynthia L."	"M.S."	"University of Washington"	"1994"	"950510s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 102 leaves :"			"32452685"
"Lung effects of photochemical pollutant exposure on children in an outdoor setting /"		"by Susan Crawford."	"Crawford, Susan."	"M.S."	"University of Washington"	"1993"	"940113s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 30 leaves :"			"29626725"
"Design and construction of a competitive PCR template for gamma-glutamylcysteine synthetase /"		"by Allen Benjamin Dicus."	"Dicus, Allen Benjamin."	"M.S."	"University of Washington"	"1995"	"970213s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 33 leaves :"			"36385455"
"In vitro dermal uptake of soil contaminants :"	"effects of soil loading and air flow /"	"by Robert M. Duff."	"Duff, Robert M."	"M.S."	"University of Washington"	"1993"	"940414s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 47 leaves :"			"30146472"
