245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Divergent adaptation to local ultraviolet radiation conditions among neighboring populations of the water flea Daphnia melanica /"		"Brooks Erin Miner."	"Miner, Brooks Erin."	"Ph. D."	"University of Washington"	"2011"	"111201s2011\\\\xx\ab\\\\bm\\\000\0\eng\c"	"105 pages :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3472213"	"765652691"
"Structural dynamics and aerodynamics of flexible wings in insect flight /"		"Andrew M. Mountcastle."	"Mountcastle, Andrew M.,author.http://www.wikidata.org/entity/Q88259080"	"Ph. D."	"University of Washington"	"2010"	"110420s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 97 leaves :"	"Daniel, Thomas L.,1954-degree supervisor.http://www.wikidata.org/entity/Q41694274"	"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3431639"	"713694367"
"Enhancing evolution :"	"when spatial structure and environmental change improve adaptation /"	"Joshua Richard Nahum."	"Nahum, Joshua Richard,author."	"Ph. D."	"University of Washington"	"2013."	"140626t20132013waua\\\\obm\\s000\0\eng\d"	"1 online resource (122 pages) :"	"Kerr, Benjamin(Benjamin Burton),degree supervisor."	"http://hdl.handle.net/1773/24965"	"881824219"
"Physiological and behavioral responses to temperature and flow in the barnacle Balanus glandula Darwin (1854) /"		"Michael Trent Nishizaki."	"Nishizaki, Michael Trent,author."	"Ph. D."	"University of Washington"	"2013."	"140624t20132013waua\\\\obm\\s000\0\eng\d"	"1 online resource (xi, 117 pages) :"	"Carrington, Emily(Marine biologist),degree supervisor.http://www.wikidata.org/entity/Q91113376"	"http://hdl.handle.net/1773/24301"	"881690423"
"When the time is right :"	"the characterization of gonadotropin-inhibitory hormone (GnIH) and its role in fine-tuning reproduction in the white-crowned sparrow (Zonotrichia leucophrys) /"	"Sara O'Brien."	"O'Brien, Sara,1976-"	"Ph. D."	"University of Washington"	"2009"	"100209s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 90 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3377323"	"505598391"
"Environmental regulation of immune-endocrine phenomena in songbirds /"		"Noah Todd Owen-Ashley."	"Owen-Ashley, Noah Todd."	"Ph. D."	"University of Washington"	"2004"	"050429s2004\\\\xx\ab\\\\bm\\\000\0\eng\d"	"ix, 232 pages :"			"59825840"
"Brooding mothers, sibling rivals, and population structure in Boccardia proboscidea, a polychaete with alternative reproductive modes /"		"Fernanda Ximena Oyarzun Dunlop."	"Oyarzun Dunlop, Fernanda Ximena."	"Ph. D."	"University of Washington"	"2010"	"101221s2010\\\\xx\ab\\\\bm\\\000\0\eng\c"	"vii, 139 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3406041"	"694030167"
"Filtration at the mega-scale :"	"exploring the filter morphology and filtration mechanisms in the cartilaginous fishes /"	"Erin Winters-Mist Paig-Tran."	"Paig-Tran, Erin Winters-Mist."	"Ph. D."	"University of Washington"	"2012"	"130816s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (172 pages) :"	"Summers, Adam P.,1964-thesis advisor."	"http://hdl.handle.net/1773/22441;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3552837"	"855927862"
"Exclusion, amelioration, tolerance :"	"an investigation of the physiological basis for tolerance in serpentine Mimulus guttatus /"	"Emily Rose Palm."	"Palm, Emily Rose,author."	"Ph. D."	"University of Washington"	"2013."	"140625t20132013waua\\\\obm\\s000\0\eng\c"	"1 online resource (90 pages) :"	"Van Volkenburgh, Elizabeth,degree supervisor.http://www.wikidata.org/entity/Q65555954"	"http://hdl.handle.net/1773/24962"	"881766824"
"Stem cells and fate control in plant stomatal development /"		"Kylee M. Peterson."	"Peterson, Kylee M.,author."	"Ph. D."	"University of Washington"	"2013"	"140912t20132013waua\\\\obdm\s000\0\eng\d"	"1 online resource (282 pages) :"	"Torii, Keiko,1965-degree supervisor.http://www.wikidata.org/entity/Q17350230"	"http://hdl.handle.net/1773/23349"	"890475756"
