245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The excitatory and inhibitory events following evoked multiple-spiked responses in neurons of the cat inferior olive nucleus."			"Rowlands, John Ferris."	"Ph. D."	"University of Washington"		"890519s1975\\\\xx\a\\\\\bm\\\000\0\eng\d"	"101 leaves"			"19735451"
"A quantitative analysis of local anesthetic alteration of miniature endplate currents and endplate current fluctuations."			"Ruff, Robert Louis."	"Ph. D."	"University of Washington"		"890515s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"61 leaves"			"19706351"
"Feline pericruciate cerebral neurons activated by electrical stimulation of the ventral medulla."			"Satterthwaite, William Richard."	"Ph. D."	"University of Washington"		"890516s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"251 leaves"			"19713740"
"The nature of the mechanisms underlying rhythmic firing in cat spinal motoneurons."			"Schwindt, Peter Charles,1940-"	"Ph. D."	"University of Washington"		"890515s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"139 leaves"			"19706267"
"Cross-innervation effects on activation properties, stoichiometric relationships, and fiber distribution in rabbit soleus /"		"by Diane Pavoni Secrist."	"Secrist, Diane Pavoni."		"University of Washington"		"890605s1978\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 102 leaves :"			"19815699"
"Ouabain binding to kidney tubules in rabbit."			"Shaver, Joan Louise Fowler,1943-"	"Ph. D."	"University of Washington"	"1976"	"890519s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"88 leaves :"			"19735477"
"Analysis of the myotatic reflex in flexor muscles."			"Smith, Robert Elphin,1929-"	"Ph. D."	"University of Washington"		"890531s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"158 leaves"			"19788274"
"Chemical modification of sodium channels /"		"by Bruce Calvin Spalding."	"Spalding, Bruce Calvin."		"University of Washington"		"890605s1978\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 121 leaves :"			"19815712"
"The insect tympanal organ as an acoustic communication receiver."			"Sparks, Sam Leroy,1936-"	"Ph. D."	"University of Washington"		"890605s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"200 leaves"			"19815660"
"Influence of behavior on the regulation of heart rate by the baroreceptor reflex."			"Stephenson, Robert Bruce."	"Ph. D."	"University of Washington"		"890516s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"132 leaves"			"19713798"
"Pressure distribution in the surface micro-arterial network supplying the parietal cortex of the cat."			"Stromberg, Don D.(Don Darold),1938-"	"Ph. D."	"University of Washington"		"890519s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"86 leaves"			"19735379"
"A study of uterine smooth muscle in vitro with extracellular recording."			"Tahmoush, Albert."	"M.S."	"University of Washington"		"890706s1965\\\\xx\a\\\\\bm\\\000\0\eng\d"	"47 leaves"			"19968057"
"Subpopulations of cerebellar neurons."			"Talbott, Richard Evans,1939-"	"Ph. D."	"University of Washington"		"890829s1966\\\\xx\a\\\\\bm\\\000\0\eng\d"	"145 leaves"			"20275673"
"The effect of lesions of the anterior cingulate gyrus on conditional cardiovascular responses in primates."			"Taylor, Eugene Mark,1932-"	"Ph. D."	"University of Washington"		"890706s1964\\\\xx\a\\\\\bm\\\000\0\eng\d"	"71 leaves"			"19968015"
"Hypothalamic monoaminergic mechanisms in the regulation of growth hormone secretion in baboons."			"Toivola, Pertti Toivo Kalevi,1946-"	"Ph. D."	"University of Washington"		"890818s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"124 leaves"			"20212734"
"Cortical potentials evoked by tooth pulp stimulation in primates."			"Van Hassel, Henry John,1933-"	"Ph. D."	"University of Washington"		"890518s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"168 leaves"			"19726184"
"A study of the specific capacitance of black lipid membranes."			"White, Stephen Halley,1940-"	"Ph. D."	"University of Washington"		"890515s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"133 leaves"			"19706233"
"An intracellular investigation of functionally separable cell groups in the sensorimotor cortex of the cat."			"Whitehorn, David."	"Ph. D."	"University of Washington"		"890515s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"185 leaves"			"19706156"
"Electrical properties of thyroid cell membranes in the perfused rabbit thyroid gland."			"Williams, John Andrew,1941-"	"Ph. D."	"University of Washington"		"890515s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"147 leaves"			"19706208"
"The convulsant action of pentylenetetrazol on mulluscan neurons."			"Williamson, Timothy Lee."	"Ph. D."	"University of Washington"		"890515s1975\\\\xx\a\\\\\bm\\\000\0\eng\d"	"83 leaves"			"19706318"
"Ionic blockage of sodium permeability in voltage clamped frog nerve."			"Woodhull, Ann McNeal,1942-"	"Ph. D."	"University of Washington"		"890518s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"91 leaves"			"19726193"
"Systemic pressure--volume relationships in the dog"	"linearity, low frequency dynamic behavior, effect of capillary filtration, and effect of active changes in splenic volume."		"Wyss, Craig Richard."	"Ph. D."	"University of Washington"		"890518s1977\\\\xx\a\\\\\bm\\\000\0\eng\d"	"118 leaves"			"19726637"
"Multiple representations of the body surface in the cerebral cortex of the Squirrel monkey, Saimiri sciurea."			"Zimmerman, Irwin David,1931-"	"Ph. D."	"University of Washington"		"890515s1966\\\\xx\a\\\\\bm\\\000\0\eng\d"	"114 leaves"			"19706108"
"Physiological properties of the cricopharyngeus muscle."			"Zurek, John Frederic."	"M.S."	"University of Washington"		"890515s1975\\\\xx\a\\\\\bm\\\000\0\eng\d"	"166 leaves"			"19706299"
"Regulation of GnRH and POMC gene expression in the brain of the male macaque /"		"by Lizbeth Anne Adams."	"Adams, Lizbeth Anne,1955-"	"Ph. D."	"University of Washington"	"1989"	"900305s1989\\\\xx\af\\\\bm\\\000\0\eng\d"	"v, 126 leaves, 13 unnumbered leaves of plates :"			"21170679"
"Vasoactive intestinal peptide :"	"its role in the central regulation of pulsatile luteinizing hormone secretion /"	"by Mark John Alexander."	"Alexander, Mark John."	"Ph. D."	"University of Washington"	"1986"	"870203s1986\\\\xx\af\\\\bm\\\000\0\eng\d"	"vii, 87 leaves, 17 unnumbered leaves of plates :"			"15145267"
"Structural changes in troponin-C during the activation of demembranated fibers of rabbit psoas muscle /"		"by Taylor St. Claire Allen."	"Allen, Taylor St. Claire,1961-"	"Ph. D."	"University of Washington"	"1990"	"910604s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 114 leaves :"			"23883243"
"Alterations in Na, K-ATPase subunit isoforms among neurons and glia of rat hippocampus /"		"by William R. Anderson."	"Anderson, William R.(William Roy)"	"Ph. D."	"University of Washington"	"1996"	"970210s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 103 leaves :"		"http://hdl.handle.net/1773/10533"	"36361085"
