245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Police stress :"	"value disparity, self-esteem and occupational strain /"	"by Michael R. Pendleton."	"Pendleton, Michael R."	"Ph. D."	"University of Washington"	"1983"	"830804s1983\\\\xx\\\\\\\bmt\\000\0\eng\d"	"xii, 264 leaves "		"http://hdl.handle.net/1773/10323;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:8319441"	"9777540"
"Public policy impacts on organizational behavior :"	"a case study program evaluation -- transportation demand management in Washington state /"	"by Craig Jesus Poulenez-Donovan."	"Poulenez-Donovan, Craig Jesus."	"Ph. D."	"University of Washington"	"1994"	"950131s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 302 leaves :"			"31911511"
"The impact of the Seljuq invasion on Khuzestan :"	"an inquiry into the historical, geographical, numismatic, and archaeological evidence /"	"by Nanette Marie Pyne."	"Pyne, Nanette Marie."	"Ph. D."	"University of Washington"	"1982"	"821004s1982\\\\xx\b\\\\\bmt\\000\0\eng\d"	"ix, 399 leaves :"		"http://hdl.handle.net/1773/10322"	"8829021"
"Risk and the required rate of return."			"Racette, George Alfred,1944-"	"Ph. D."	"University of Washington"		"890601s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"162 leaves"			"19794573"
"Decision anatomies of three technology based bodies in the state of Washington /"		"by Mary Beth Raum."	"Raum, Mary Beth."	"Ph. D."	"University of Washington"	"1992"	"930329s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 490 leaves (some folded) :"			"27819822"
"Neutron dosimetry with spherical cavity ionization chambers /"		"by Antje Rubach."	"Rubach, Antje."	"Ph. D."	"University of Washington"	"1981"	"810811s1981\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 189 leaves :"			"7660224"
"Varieties of Marxist humanism :"	"philosophical revision in post-war Eastern Europe /"	"by James Haywood Satterwhite."	"Satterwhite, James Haywood."	"Ph. D."	"University of Washington"	"1982"	"821006s1982\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 292 leaves "			"8835354"
"The improvised-sung folk poetry of the Palestinians /"		"by Ḍirghām Ḥannā Sbait."	"Sbait, Ḍirghām Ḥannā,1945-"	"Ph. D."	"University of Washington"	"1982"	"821004s1982\\\\xx\bf\\\\bmt\\000\0\eng\d"	"xli, 479 leaves, 12 unnumbered leaves of plates :"		"http://hdl.handle.net/1773/10316"	"8829054"
"Modeling the lateral diffusion of fluorescent particles within a forest canopy /"		"by Mark Douglas Schaaf."	"Schaaf, Mark Douglas,1956-"	"Ph. D."	"University of Washington"	"1989"	"900205s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xv, 234 leaves :"			"21002778"
"Computer controlled high resolution mass spectrometric analysis of air pollutants."			"Schuetzle, Dennis,1942-"	"Ph. D."	"University of Washington"		"920423s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"185 leaves"			"25701401"
"Transferability of management skills between the public and private sectors /"		"by Roger Oliver Silfvast."	"Silfvast, Roger Oliver."	"Ph. D."	"University of Washington"	"1985"	"860130s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 172 leaves :"			"13084555"
"Attitudes about sex roles and the women's liberation movement as predictors of psychological adjustment and eight case histories of modern and traditional women."			"Singer, Margaret Ann."	"Ph. D."	"University of Washington"		"890517s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"181 leaves"			"19717545"
"Monoclonal antibodies to Chlamydia trachomatis /"		"by Richard Scott Stephens."	"Stephens, Richard Scott."	"Ph. D."	"University of Washington"	"1984"	"840416s1984\\\\xx\af\\\\bm\\\000\0\eng\d"	"iv, 78 leaves, 10 unnumbered leaves of plates :"			"10632085"
"The ecology of body temperature control of terrestrial ectotherms /"		"by Robert David Stevenson, III."	"Stevenson, Robert David."	"Ph. D."	"University of Washington"	"1983"	"831101s1983\\\\xx\af\\\\bm\\\000\0\eng\d"	"xi, 121 leaves, 5 unnumbered leaves of plates :"			"10079995"
"The subculture of the aging and its implications for health and nursing care to the elderly."			"Sullivan, Rose Therese,1938-"	"Ph. D."	"University of Washington"		"890517s1974\\\\xx\a\\\\\bm\\\000\0\eng\d"	"240 leaves"			"19717556"
"Antigens of pathogenic flagellated protozoa /"		"by Bruce E. Torian."	"Torian, Bruce E."	"Ph. D."	"University of Washington"	"1985"	"851203s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 95 leaves :"			"12865046"
