245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Structural genes and inverted repeats in the yeast genome /"		"Susan Kathleen Welch."	"Welch, Susan Kathleen."	"Ph. D."	"University of Washington"		"890821s1978\\\\xx\a\\\\\bm\\\000\0\eng\d"	"186 leaves :"			"20223261"
"An analysis of the effect of conditioned medium on muscle colony differentiation in vitro."			"White, Nancy K."	"Ph. D."	"University of Washington"		"890515s1975\\\\xx\a\\\\\bm\\\000\0\eng\d"	"198 leaves"			"19705807"
"The effect of cyclic adenosine 3',5'-monophosphate and rabbit skeletal muscle protein kinase on E. coli DNA-dependent RNA polymerase."			"Woo, Savio Lau-Ching,1944-"	"Ph. D."	"University of Washington"		"890515s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"87 leaves"			"19705232"
"Purification and properties of Escherichia coli biosynthetic arginine decarboxylase."			"Wu, Wen Hao,1937-"	"Ph. D."	"University of Washington"		"890518s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"130 leaves"			"19728239"
"Isolation and characterization of human factor X,"		"by Stanley Gordon Yates, II."	"Yates, Stanley Gordon."	"M.S."	"University of Washington"		"890518s1975\\\\xx\a\\\\\bm\\\000\0\eng\d"	"57 leaves"			"19728474"
"Biosynthesis of collagen"	"evidence for procollagen."		"Bellamy, Garland Michael,1945-"	"M.S."	"University of Washington"		"890519s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"67 leaves"			"19735631"
"The crystal structure of N-methyl pyridoxal oxime /"		"by Anne Christine Bloomer."	"Bloomer, Anne Christine."	"M.S."	"University of Washington"	"1968"	"951204s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"60 leaves :"			"33842405"
"The photochemistry of potato virus X, its ribonucleic acid, and a hybrid virus assembled from tobacco mosaic virus protein and PVX-RNA."			"Breck, Leila O.(Leila O'Brien),1944-"	"Ph. D."	"University of Washington"		"890516s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"132 leaves"			"19712642"
"Delayed fluorescence from Rhodopseudomonas viridis and Rhodopseudomonas sphaeroides following single flashes."			"Carithers, Robert P."	"Ph. D."	"University of Washington"		"890513s1975\\\\xx\a\\\\\bm\\\000\0\eng\d"	"90 leaves"			"19703362"
"Free energy capture and photosynthetic electron transfer in Chromatium."			"Case, George David,1947-"	"Ph. D."	"University of Washington"		"890513s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"117 leaves"			"19703354"
"The synthesis and accumulation of insulin in the rat embryo during development."			"Clark, William Richard,1938-"	"Ph. D."	"University of Washington"		"890513s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"106 leaves"			"19703322"
"The covalent structure of human skin collagen"	"isolation and characterization of the cyanogen bromide peptides of the component a¹ and a² chains."		"Click, Eva Marie,1947-"	"M.S."	"University of Washington"		"890526s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"104 leaves"			"19767297"
"The synthesis and secretion of connective tissue proteins by amniotic fluid cells in culture /"		"by Edmond Clyde Crouch."	"Crouch, Edmond Clyde."		"University of Washington"		"890616s1978\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 189 leaves :"			"19880889"
"Assembly of the membrane of Escherichia coli as analyzed with novel envelope-altered mutants."			"Dame, John Barton."	"Ph. D."	"University of Washington"		"890616s1977\\\\xx\a\\\\\bm\\\000\0\eng\d"	"165 leaves"			"19880761"
"Purification and properties of the respiratory chain-linked NADH dehydrogenase of Escherichia coli."			"Dancey, George F."	"Ph. D."	"University of Washington"		"890616s1975\\\\xx\a\\\\\bm\\\000\0\eng\d"	"207 leaves"			"19880683"
