245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The topological representation of Boolean rings and some consequent relations of algebraic and topological concepts."			"Hansen, Leroy Clarence."	"M.S."	"University of Washington"		"890707s1957\\\\xx\\\\\\\bm\\\000\0\eng\d"	"40, [1] leaf"			"19976789"
"Studies on Frobenius algebras."			"Heglie, Bjorn."	"M.A."	"University of Washington"		"890619s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"39, [2] leaves"			"19890928"
"Free unions of abstract algebra."			"Hewitt, Gloria Conyers,1935-"	"M.S."	"University of Washington"		"890619s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"18 leaves"			"19890980"
"On the power function of the test for the 2 x 2 contingency table."			"Hsu, Paul."	"M.A."	"University of Washington"		"890619s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"77 leaves"			"19891015"
"Semi-convexity and locally bounded spaces."			"Ives, Robert Trull,1930-"	"Ph. D."	"University of Washington"		"890619s1957\\\\xx\\\\\\\bm\\\000\0\eng\d"	"55, [3] leaves"			"19890834"
"Contributions to the one-sided Smirnov statistic ..."			"Jaech, John Lewis."	"M.S. Math. Stat."	"University of Washington"		"890619s1953\\\\xx\a\\\\\bm\\\000\0\eng\d"	"49 leaves"			"19890632"
"A classification of singularities of a second order system of linear differential equations."			"Jones, David Hunter."	"M.S."	"University of Washington"		"890619s1956\\\\xx\a\\\\\m\\\\000\0\eng\d"	"35 leaves"			"19890740"
"Topics in distribution-free statistics."			"Klose, Orval M."	"Ph. D."	"University of Washington"		"890601s1956\\\\xx\a\\\\\bm\\\000\0\eng\d"	"105 leaves"			"19793290"
"Integration of subspaces derived from a linear transformation field."			"Kobayashi, Edward Takashi,1926-"	"Ph. D."	"University of Washington"		"890615s1959\\\\xx\\\\\\\bm\\\000\0\eng\d"	"35, [1] leaf"			"19873000"
"Theory of connections."			"Kobayashi, Shōshichi,1932-2012."	"Ph. D."	"University of Washington"		"890615s1956\\\\xx\\\\\\\bm\\\000\0\eng\d"	"1 volume (various pagings)"			"19872846"
"On congruence relations on abstract algebras."			"Kono, Masami."	"M.S."	"University of Washington"		"890615s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"35, [1] leaf"			"19873074"
"Finiteness conditions on rings."			"Kramer, Gerhard."	"M.S."	"University of Washington"		"890601s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"39, [1] leaf"			"19793407"
"Certain classes of continuous non-differentiable functions."			"Lantz, John Tollef."	"M.A."	"University of Washington"		"890615s1955\\\\xx\\\\\\\bm\\\000\0\eng\d"	"27 leaves"			"19872811"
"A result on power associative algebras."			"Leadley, John David."	"M.S."	"University of Washington"		"890712s1956\\\\xx\\\\\\\bm\\\000\0\eng\d"	"15 leaves"			"19996467"
"Domain functionals for pseudo-analytic functions ..."			"Lee, Chi-yuan,1926-"	"Ph. D."	"University of Washington"		"890615s1954\\\\xx\\\\\\\bm\\\000\0\eng\d"	"56 leaves"			"19872748"
