245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Re-evaluating the Late Devonian mass extinction :"	"a geochemical investigation of the relationship between carbon isotope fluctuations, faunal turnover, and paleoenvironmental change recorded in Upper Devonian carbonates of the Lennard Shelf, Western Australia /"	"Kelly N. Hillbun."	"Hillbun, Kelly N.,author."	"Ph. D."	"University of Washington"	"2015"	"150527t20152015wauab\\\obm\\s000\0\eng\d"	"1 online resource (vi, 266 pages) :"	"Ward, Peter D.(Peter Douglas),1949-degree supervisor."	"http://hdl.handle.net/1773/33053"	"910199573"
"Structural controls and diagenetic conditions associated with fluid migration on the Moab Fault, UT /"		"Keith R. Hodson."	"Hodson, Keith R.,author.http://www.wikidata.org/entity/Q106149527"	"Ph. D."	"University of Washington"	"2018."	"190124t20182018waua\\\\obm\\s000\0\eng\d"	"1 online resource (143 pages) :"	"Crider, Juliet G.,degree supervisor."	"http://hdl.handle.net/1773/42871"	"1083267547"
"Utilizing changes in repeating earthquakes to monitor evolving processes and structure before and during volcanic eruptions /"		"Alicia Hotovec-Ellis."	"Hotovec-Ellis, Alicia,author."	"Ph. D."	"University of Washington"	"2014"	"141121t20142014wauab\\\obm\\s000\0\eng\d"	"1 online resource (vi, 123 pages) :"	"Vidale, John,1959-degree supervisor."	"http://hdl.handle.net/1773/26277"	"896725432"
"Tracing subduction zone processes with magnesium isotopes /"		"Yan Hu."	"Hu, Yan,1986-author.http://www.wikidata.org/entity/Q106149522"	"Ph. D."	"University of Washington"	"2018"	"190122t20182018waua\\\\obm\\s000\0\eng\d"	"1 online resource (vi, 222 pages) :"	"Teng, Fang-Zhen,degree supervisor."	"http://hdl.handle.net/1773/42866"	"1083142999"
"Source, propagation, and effects of lightning in the Earth-ionosphere system /"		"Michael L. Hutchins."	"Hutchins, Michael L.,1987-author."	"Ph. D."	"University of Washington"	"2014"	"141121t20142014wauab\\\obm\\s000\0\eng\d"	"1 online resource (xiii, 188 pages) :"	"Holzworth, Robert H.,degree supervisor."	"http://hdl.handle.net/1773/26279"	"896729197"
"Relationships between climate and geophysical processes :"	"what climate histories can be inferred from glaciers, lakes, and ice streams? /"	"Kathleen Huybers."	"Huybers, Kathleen,author."	"Ph. D."	"University of Washington"	"2014"	"141121t20142014wauab\\\obm\\s000\0\eng\d"	"1 online resource (viii, 150 pages) :"	"Roe, Gerard H.,1971-degree supervisor."	"http://hdl.handle.net/1773/26276"	"896730303"
"Spectroscopic analysis of various phases of water with an intrinsic near-infrared Optical sensor system /"		"Osazonamen J. Igbinosun."	"Igbinosun, Osazonamen J.,author."	"M.S."	"University of Washington"	"2013."	"140425t20132013waua\\\\od\\\\000\0\eng\d"	"1 online resource (55 pages) :"	"Wood, Stephen Edward,1967-degree supervisor."	"http://hdl.handle.net/1773/23425"	"878159548"
"Subband investigation of continuous volcanic tremor /"		"Joshua P. Jones."	"Jones, Joshua P."	"Ph. D."	"University of Washington"	"2009"	"100528s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 216 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3394258"	"632429925"
"The complexity of arc magmatism :"	"a geochemical investigation of crustal processes beneath a highly productive volcanic center, Kamchatka, Russia /"	"Thereas M. Kayzar."	"Kayzar, Theresa M.,author."	"Ph. D."	"University of Washington"	"2012"	"160722t20122012wauab\\\obm\\\000\0\eng\d"	"1 online resource (178 pages) :"	"Nelson, Bruce Kert,1955-degree supervisor."	"http://hdl.handle.net/1773/34322"	"953882404"
"Understanding ice-sheet dynamics using geophysical observations and numerical ice-flow models /"		"Laura Kehrl."	"Kehrl, Laura M.,author.http://www.wikidata.org/entity/Q58184663"	"Ph. D."	"University of Washington"	"2018"	"190311t20182018waua\\\\obm\\s000\0\eng\d"	"1 online resource (x, 130 pages) :"	"Joughin, Ian R.,degree supervisor."	"http://hdl.handle.net/1773/43212"	"1089692219"
